Table S1. Essentiality classification for genes of the TL data,,,,,
Gene,Insertion Index Score,Log Likelihood Ratio,Essential,Non-essential,Unclear
ypeC,"0,155963303","11,19735256",0,1,0
mntH,"0,159806295","11,586139",0,1,0
nupC,"0,152950956","10,88980188",0,1,0
insL1,"0,264150943","21,09486811",0,1,0
yfeA,"0,153424658","10,93833276",0,1,0
yfeC,"0,257971014","20,57199512",0,1,0
yfeD,"0,262086514","20,92061165",0,1,0
gltX,"0,007768362","-17,4277685",1,0,0
xapR,"0,235028249","18,59608897",0,1,0
xapB,"0,238663484","18,91307504",0,1,0
xapA,"0,241007194","19,11662572",0,1,0
yfeN,"0,328104575","26,31949417",0,1,0
yfeR,"0,193096009","14,81087759",0,1,0
yfeH,"0,146146146","10,18544508",0,1,0
ypeB,"0,136986301","9,214396819",0,1,0
ligA,"0,002480159","-25,29367742",1,0,0
zipA,"0,011144883","-14,84018637",1,0,0
cysZ,"0,144356955","9,997919717",0,1,0
cysK,"0,148148148","10,39410091",0,1,0
ptsH,"0,093023256","4,048594967",0,1,0
ptsI,"0,03587963","-5,640113382",1,0,0
crr,"0,050980392","-2,421485382",0,0,1
pdxK,"0,170187793","12,61777775",0,1,0
yfeK,"0,205333333","15,94263288",0,1,0
yfeS,"0,142857143","9,839942275",0,1,0
cysM,"0,120614035","7,40205645",0,1,0
cysA,"0,150273224","10,61426291",0,1,0
cysW,"0,125570776","7,96224329",0,1,0
cysU,"0,148681055","10,44943746",0,1,0
cysP,"0,155358899","11,13584591",0,1,0
ucpA,"0,166666667","12,27079006",0,1,0
murR,"0,15034965","10,62215592",0,1,0
murQ,"0,120401338","7,377774846",0,1,0
murP,"0,168421053","12,44403661",0,1,0
yfeW,"0,152490421","10,84255913",0,1,0
yfeX,"0,142222222","9,772846313",0,1,0
yfeY,"0,170138889","12,61297819",0,1,0
yfeZ,"0,137777778","9,299415998",0,1,0
ypeA,"0,138497653","9,376554172",0,1,0
amiA,"0,114942529","6,747318221",0,1,0
hemF,"0,132222222","8,697889529",0,1,0
eutR,"0,12345679","7,724640338",0,1,0
eutK,"0,141716567","9,719316425",0,1,0
eutL,"0,171212121","12,71818269",0,1,0
eutC,"0,13963964","9,498557854",0,1,0
eutB,"0,138032305","9,326710368",0,1,0
intZ,"0,147229115","10,29846798",0,1,0
yffL,"0,112149533","6,419060302",0,1,0
yffM,"0,109756098","6,134504948",0,1,0
yffN,"0,108401084","5,972021415",0,1,0
yffO,"0,100719424","5,030548875",0,1,0
yffP,"0,11952862","7,277927973",0,1,0
yffQ,"0,121693122","7,524930191",0,1,0
yffR,"0,094147583","4,19470405",0,1,0
yffS,"0,02962963","-7,276601225",1,0,0
eutA,"0,11965812","7,292766108",0,1,0
eutH,"0,123879381","7,772290762",0,1,0
eutG,"0,131313131","8,598371324",0,1,0
eutJ,"0,149342891","10,51804363",0,1,0
eutE,"0,10968661","6,126197187",0,1,0
eutN,"0,118055556","7,108593392",0,1,0
eutM,"0,149659864","10,5508551",0,1,0
eutD,"0,134709931","8,968632926",0,1,0
eutT,"0,134328358","8,927253995",0,1,0
eutQ,"0,113960114","6,632311247",0,1,0
eutP,"0,285416667","22,86744438",0,1,0
eutS,"0,318452381","25,54990561",0,1,0
maeB,"0,135964912","9,104354132",0,1,0
talA,"0,139852787","9,521280108",0,1,0
tktB,"0,145708583","10,13967657",0,1,0
ypfG,"0,155172414","11,11684824",0,1,0
nudK,"0,138888889","9,418401974",0,1,0
aegA,"0,168686869","12,47022309",0,1,0
narQ,"0,166960611","12,29986789",0,1,0
acrD,"0,179833012","13,55409043",0,1,0
ypfM,"0,416666667","33,14909735",0,1,0
yffB,"0,224089636","17,63250987",0,1,0
dapE,"0,007978723","-17,23855666",1,0,0
ypfN,"0,074626866","1,50067997",0,0,1
ypfH,"0,17453505","13,04228164",0,1,0
tmcA,"0,140376984","9,577096173",0,1,0
ypfJ,"0,166666667","12,27079006",0,1,0
purC,"0,168067227","12,40915437",0,1,0
bamC,"0,158454106","11,44978707",0,1,0
dapA,"0,004550626","-21,15609645",1,0,0
gcvR,"0,151832461","10,77495931",0,1,0
bcp,"0,157112527","11,31402897",0,1,0
hyfA,"0,19579288","15,06246487",0,1,0
hyfB,"0,164437841","12,04963316",0,1,0
hyfC,"0,1592827","11,5333974",0,1,0
hyfD,"0,147222222","10,29774973",0,1,0
hyfE,"0,144393241","10,00173287",0,1,0
hyfF,"0,161922834","11,79861854",0,1,0
hyfG,"0,162470024","11,85336592",0,1,0
hyfH,"0,173992674","12,98954767",0,1,0
hyfI,"0,156785244","11,28083742",0,1,0
hyfJ,"0,166666667","12,27079006",0,1,0
hyfR,"0,138102335","9,334216132",0,1,0
focB,"0,1401649","9,554524793",0,1,0
yfgO,"0,146892655","10,26339226",0,1,0
bepA,"0,178961749","13,47032588",0,1,0
yfgD,"0,169444444","12,54476457",0,1,0
hda,"0,012820513","-13,81435035",1,0,0
uraA,"0,2","15,45244758",0,1,0
upp,"0,130781499","8,540026924",0,1,0
purM,"0,175337187","13,12015459",0,1,0
purN,"0,151799687","10,77158882",0,1,0
ppk,"0,160135462","11,61925953",0,1,0
ppx,"0,162775616","11,88390829",0,1,0
yfgF,"0,225490196","17,75673349",0,1,0
yfgG,"0,317708333","25,4903335",0,1,0
yfgH,"0,302504817","24,26487133",0,1,0
yfgI,"0,131481481","8,616824391",0,1,0
guaA,"0,031685678","-6,71094865",1,0,0
guaB,"0,083162918","2,723000208",0,0,1
xseA,"0,134938001","8,993340166",0,1,0
yfgJ,"0,185185185","14,06530527",0,1,0
der,"0,000678887","-33,9708671",1,0,0
bamB,"0,108566582","5,991921642",0,1,0
yfgM,"0,117552335","7,0505114",0,1,0
hisS,"0,007843137","-17,35996883",1,0,0
ispG,"0,004468275","-21,28178126",1,0,0
rodZ,"0,093688363","4,135142532",0,1,0
rlmN,"0,175757576","13,16091137",0,1,0
ndk,"0,097222222","4,589508227",0,1,0
pbpC,"0,143968872","9,957111432",0,1,0
yfhM,"0,160822249","11,68827365",0,1,0
sseA,"0,23286052","18,40631671",0,1,0
sseB,"0,334620335","26,8357503",0,1,0
pepB,"0,181464174","13,71049654",0,1,0
iscX,"0,129353234","8,382736977",0,1,0
fdx,"0,041666667","-4,307985423",1,0,0
hscA,"0,03619665","-5,563133723",1,0,0
hscB,"0,060077519","-0,796179623",0,0,1
iscA,"0,077160494","1,871696404",0,0,1
iscU,"0,010335917","-15,38660276",1,0,0
iscS,"0,012345679","-14,09214201",1,0,0
iscR,"0,077709611","1,95115041",0,0,1
trmJ,"0,140350877","9,574318509",0,1,0
suhB,"0,016169154","-12,08083279",1,0,0
yfhR,"0,169590643","12,55913454",0,1,0
csiE,"0,192818111","14,78488015",0,1,0
hcaT,"0,156140351","11,21535086",0,1,0
hcaR,"0,14365881","9,924472799",0,1,0
iroK,"0,075757576","1,667169658",0,0,1
hcaE,"0,157856094","11,38933163",0,1,0
hcaF,"0,156069364","11,2081355",0,1,0
hcaC,"0,161993769","11,80571997",0,1,0
hcaB,"0,142681427","9,821386424",0,1,0
hcaD,"0,167913549","12,39399477",0,1,0
yphA,"0,172576832","12,85158469",0,1,0
yphB,"0,171821306","12,77778272",0,1,0
yphC,"0,141242938","9,669100517",0,1,0
yphD,"0,157157157","11,31855291",0,1,0
yphE,"0,165343915","12,13968378",0,1,0
yphF,"0,359756098","28,80462561",0,1,0
yphG,"0,183120049","13,86872562",0,1,0
yphH,"0,172529313","12,84694664",0,1,0
glyA,"0,002392344","-25,53734318",1,0,0
hmp,"0,17884131","13,45873439",0,1,0
glnB,"0,185840708","14,12753141",0,1,0
glrR,"0,167041199","12,30783631",0,1,0
yfhG,"0,165266106","12,13195852",0,1,0
glrK,"0,182773109","13,83561848",0,1,0
purL,"0,16718107","12,3216629",0,1,0
mltF,"0,16955684","12,55581247",0,1,0
tadA,"0,029761905","-7,239296387",1,0,0
pgpC,"0,166666667","12,27079006",0,1,0
yfhH,"0,207302709","16,12249691",0,1,0
yfhL,"0,490421456","38,59852227",0,1,0
shoB,"0,49382716","38,84615136",0,1,0
acpS,"0,002624672","-24,91048841",1,0,0
pdxJ,"0,087431694","3,307122078",0,0,1
recO,"0,163237311","11,93000816",0,1,0
era,"0,005518764","-19,82277225",1,0,0
rnc,"0,067547724","0,421826829",0,0,1
lepB,"0,021538462","-9,865876328",1,0,0
lepA,"0,073333333","1,308350364",0,0,1
rseC,"0,166666667","12,27079006",0,1,0
rseB,"0,159874608","11,59301491",0,1,0
rseA,"0,10906298","6,051518767",0,1,0
rpoE,"0,027777778","-7,813274253",1,0,0
nadB,"0,185459026","14,09130993",0,1,0
trmN,"0,193766938","14,87358679",0,1,0
srmB,"0,112359551","6,443883651",0,1,0
yfiE,"0,157596372","11,36304577",0,1,0
eamB,"0,161564626","11,76273828",0,1,0
grcA,"0,15625","11,22649325",0,1,0
ung,"0,160869565","11,69302391",0,1,0
yfiF,"0,161849711","11,79129673",0,1,0
trxC,"0,123809524","7,764419166",0,1,0
yfiP,"0,145922747","10,16208527",0,1,0
pka,"0,141676062","9,715024831",0,1,0
pssA,"0,003687316","-22,59881556",1,0,0
yfiM,"0,108024691","5,926704737",0,1,0
kgtP,"0,127020785","8,124130146",0,1,0
clpB,"0,213675214","16,70046594",0,1,0
yfiH,"0,240437158","19,06717626",0,1,0
rluD,"0,023445464","-9,191663545",1,0,0
bamD,"0,013550136","-13,40497064",1,0,0
raiA,"0,166666667","12,27079006",0,1,0
pheL,"0,083333333","2,746641659",0,0,1
pheA,"0,178294574","13,40607674",0,1,0
tyrA,"0,163101604","11,91646343",0,1,0
aroF,"0,166199813","12,22456514",0,1,0
yfiL,"0,346994536","27,80935445",0,1,0
yfiR,"0,441233141","34,98406298",0,1,0
yfiN,"0,199674002","15,42233513",0,1,0
yfiB,"0,192546584","14,75946545",0,1,0
rplS,"0,025862069","-8,399510111",1,0,0
trmD,"0,0078125","-17,38767452",1,0,0
rimM,"0,010928962","-14,9823987",1,0,0
rpsP,"0,008032129","-17,19126165",1,0,0
ffh,"0,01174743","-14,45617269",1,0,0
ypjD,"0,203282828","15,75471248",0,1,0
yfjD,"0,203574204","15,78145661",0,1,0
grpE,"0,035353535","-5,769005313",1,0,0
nadK,"0,001137656","-30,52859315",1,0,0
recN,"0,173886883","12,97925438",0,1,0
bamE,"0,242690058","19,26239551",0,1,0
ratB,"0,189003436","14,42661014",0,1,0
ratA,"0,056603774","-1,396047663",0,0,1
smpB,"0,093167702","4,067419695",0,1,0
intA,"0,234299517","18,53235597",0,1,0
yfjH,"0,203761755","15,79866393",0,1,0
alpA,"0,502347418","39,46429143",0,1,0
yfjI,"0,187943262","14,32656584",0,1,0
yfjJ,"0,379585327","30,33478493",0,1,0
yfjK,"0,230136986","18,167073",0,1,0
yfjL,"0,189857761","14,50707775",0,1,0
yfjM,"0,238636364","18,91071596",0,1,0
rnlA,"0,236499069","18,72452976",0,1,0
rnlB,"0,10483871","5,539847516",0,1,0
yfjP,"0,203703704","15,7933385",0,1,0
yfjQ,"0,218978102","17,17692182",0,1,0
yfjR,"0,215099715","16,82884702",0,1,0
ypjK,"0,189873418","14,50855121",0,1,0
yfjS,"0,236486486","18,72343203",0,1,0
yfjT,"0,241452991","19,1552719",0,1,0
yfjU,"0,281045752","22,50630133",0,1,0
yfjV,"0,229105211","18,07619788",0,1,0
yfjW,"0,051056338","-2,407137211",0,0,1
ypjI,"0,289377289","23,19334614",0,1,0
yfjX,"0,261437908","20,86577902",0,1,0
yfjY,"0,287784679","23,06244831",0,1,0
ypjJ,"0,2039801","15,81868945",0,1,0
yfjZ,"0,257861635","20,56270709",0,1,0
ypjF,"0,224242424","17,64607401",0,1,0
ypjA,"0,354944335","28,43036771",0,1,0
pinH,"0,529166667","41,39787962",0,1,0
ypjC,"0,057496361","-1,239648503",0,0,1
ygaQ,"0,150909898","10,67996431",0,1,0
csiD,"0,152351738","10,82832091",0,1,0
lhgO,"0,148148148","10,39410091",0,1,0
gabD,"0,139406487","9,473685235",0,1,0
gabT,"0,172521468","12,84618089",0,1,0
gabP,"0,337615989","27,07225403",0,1,0
csiR,"0,244343891","19,40534071",0,1,0
ygaU,"0,224444444","17,66400412",0,1,0
yqaE,"0,396226415","31,60489927",0,1,0
ygaV,"0,506666667","39,77691961",0,1,0
ygaP,"0,403809524","32,1797409",0,1,0
stpA,"0,424691358","33,75089579",0,1,0
alaE,"0,293333333","23,51763408",0,1,0
ygaC,"0,272463768","21,79251949",0,1,0
ygaM,"0,212121212","16,56007832",0,1,0
nrdH,"0,130081301","8,46301617",0,1,0
nrdI,"0,163017032","11,9080201",0,1,0
nrdE,"0,187878788","14,32047493",0,1,0
nrdF,"0,23125","18,26495433",0,1,0
proV,"0,432252702","34,31578322",0,1,0
proW,"0,195305164","15,01706052",0,1,0
proX,"0,178247734","13,40156256",0,1,0
ygaY,"0,153650255","10,96142304",0,1,0
ygaZ,"0,181571816","13,72079903",0,1,0
ygaH,"0,1875","14,28467475",0,1,0
mprA,"0,128060264","8,239651558",0,1,0
emrA,"0,188405797","14,37023913",0,1,0
emrB,"0,165692008","12,17422624",0,1,0
luxS,"0,197674419","15,23724563",0,1,0
gshA,"0,139370584","9,469853482",0,1,0
yqaA,"0,174825175","13,07046358",0,1,0
yqaB,"0,195767196","15,06007483",0,1,0
csrA,"0,037634409","-5,220254659",1,0,0
alaS,"0,000760167","-33,21801291",1,0,0
recX,"0,171656687","12,76168533",0,1,0
recA,"0,096986817","4,559519965",0,1,0
pncC,"0,196787149","15,15490033",0,1,0
mltB,"0,186924494","14,23023057",0,1,0
srlA,"0,214539007","16,77834887",0,1,0
srlE,"0,182291667","13,78963683",0,1,0
srlB,"0,241935484","19,19707386",0,1,0
srlD,"0,174358974","13,0251692",0,1,0
srlM,"0,205555556","15,96295885",0,1,0
srlR,"0,15245478","10,83890049",0,1,0
srlQ,"0,1873706","14,27243866",0,1,0
norR,"0,16369637","11,97579236",0,1,0
norV,"0,16875","12,47643994",0,1,0
norW,"0,159611993","11,56657532",0,1,0
hypF,"0,183311141","13,88695064",0,1,0
hydN,"0,168560606","12,45778652",0,1,0
ascG,"0,151335312","10,72379912",0,1,0
ascF,"0,176954733","13,27676918",0,1,0
ascB,"0,154385965","11,03662548",0,1,0
hycI,"0,171974522","12,79275961",0,1,0
hycH,"0,214111922","16,73985468",0,1,0
hycG,"0,1640625","12,012271",0,1,0
hycF,"0,220994475","17,35706128",0,1,0
hycE,"0,198245614","15,29018622",0,1,0
hycD,"0,170995671","12,69698602",0,1,0
hycC,"0,181171319","13,6824554",0,1,0
hycB,"0,20751634","16,14197183",0,1,0
hycA,"0,183982684","13,95094081",0,1,0
hypA,"0,170940171","12,69154927",0,1,0
hypB,"0,16838488","12,4404718",0,1,0
hypC,"0,19047619","14,56524303",0,1,0
hypD,"0,1942959","14,92297094",0,1,0
hypE,"0,208704253","16,25013628",0,1,0
fhlA,"0,15969216","11,57464828",0,1,0
ygbA,"0,15819209","11,42331046",0,1,0
mutS,"0,217017955","17,00126793",0,1,0
pphB,"0,348554033","27,93144628",0,1,0
ygbI,"0,216145833","16,92294191",0,1,0
ygbJ,"0,160616062","11,66756697",0,1,0
ygbK,"0,175664096","13,15185175",0,1,0
ygbL,"0,181533646","13,71714602",0,1,0
ygbM,"0,214929215","16,81349632",0,1,0
ygbN,"0,198534799","15,31696806",0,1,0
rpoS,"0,203423968","15,7676688",0,1,0
nlpD,"0,193859649","14,88224589",0,1,0
pcm,"0,165869219","12,19180027",0,1,0
umpG,"0,188976378","14,42405938",0,1,0
truD,"0,162857143","11,89205255",0,1,0
ispF,"0,002083333","-26,47053041",1,0,0
ispD,"0,012658228","-13,90823625",1,0,0
ftsB,"0,019230769","-10,7523091",1,0,0
ygbE,"0,287037037","23,00092931",0,1,0
cysC,"0,169966997","12,59610396",0,1,0
cysN,"0,162464986","11,8528622",0,1,0
cysD,"0,224422442","17,66205161",0,1,0
iap,"0,334296724","26,81016999",0,1,0
ygbF,"0,249122807","19,81670645",0,1,0
ygbT,"0,20043573","15,49266855",0,1,0
casE,"0,398333333","31,76485448",0,1,0
casD,"0,373333333","29,85437989",0,1,0
casC,"0,292124542","23,41867528",0,1,0
casB,"0,393374741","31,38810462",0,1,0
casA,"0,438038436","34,74664875",0,1,0
ygcB,"0,394825647","31,49845091",0,1,0
cysH,"0,270748299","21,64906616",0,1,0
cysI,"0,141272621","9,672249798",0,1,0
cysJ,"0,161111111","11,71726483",0,1,0
queD,"0,169398907","12,54028771",0,1,0
ygcN,"0,199685535","15,42340074",0,1,0
ygcO,"0,260536398","20,78949841",0,1,0
ygcP,"0,25","19,8919474",0,1,0
ygcQ,"0,174216028","13,01127163",0,1,0
ygcR,"0,179487179","13,52086019",0,1,0
ygcS,"0,177130045","13,29370992",0,1,0
ygcU,"0,224054983","17,62943304",0,1,0
ygcW,"0,311704835","25,00832203",0,1,0
yqcE,"0,23943662","18,98029162",0,1,0
ygcE,"0,212981744","16,6378618",0,1,0
queE,"0,389880952","31,12201966",0,1,0
yqcG,"0,028368794","-7,638979344",1,0,0
ygcG,"0,268041237","21,42215097",0,1,0
eno,"0,008468052","-16,81582141",1,0,0
pyrG,"0,002442002","-25,39849964",1,0,0
mazG,"0,15530303","11,1301554",0,1,0
mazF,"0,202380952","15,67184691",0,1,0
mazE,"0,192771084","14,7804794",0,1,0
relA,"0,1950783","14,99592636",0,1,0
rlmD,"0,205069124","15,91845651",0,1,0
barA,"0,357635111","28,63980343",0,1,0
gudD,"0,178225205","13,39939118",0,1,0
gudX,"0,191648024","14,67526699",0,1,0
gudP,"0,193643755","14,8620793",0,1,0
yqcA,"0,184444444","13,99488994",0,1,0
truC,"0,195402299","15,02610667",0,1,0
yqcC,"0,2","15,45244758",0,1,0
syd,"0,210622711","16,42436844",0,1,0
queF,"0,18138987","13,7033835",0,1,0
ygdH,"0,196336996","15,11307141",0,1,0
sdaC,"0,23255814","18,37979976",0,1,0
sdaB,"0,194444444","14,93683025",0,1,0
ygdG,"0,144179894","9,979307079",0,1,0
fucO,"0,217580505","17,05173429",0,1,0
fucA,"0,282407407","22,61897617",0,1,0
fucP,"0,271829916","21,73954536",0,1,0
fucI,"0,202702703","15,70142483",0,1,0
fucK,"0,204278813","15,84607366",0,1,0
fucU,"0,189125296","14,43809619",0,1,0
fucR,"0,198087432","15,27553081",0,1,0
rlmM,"0,171662125","12,76221719",0,1,0
ygdD,"0,237373737","18,80078948",0,1,0
gcvA,"0,15795207","11,39904061",0,1,0
ygdI,"0,276315789","22,11368796",0,1,0
csdA,"0,199004975","15,3604818",0,1,0
csdE,"0,153153153","10,91052475",0,1,0
tcdA,"0,19330855","14,83075161",0,1,0
mltA,"0,170309654","12,6297351",0,1,0
amiC,"0,207336523","16,12557991",0,1,0
argA,"0,162912913","11,89762283",0,1,0
recD,"0,159824849","11,58800663",0,1,0
recB,"0,110922947","6,273616182",0,1,0
ptrA,"0,192107996","14,71838618",0,1,0
recC,"0,140397744","9,579304777",0,1,0
ppdC,"0,209876543","16,35666809",0,1,0
ygdB,"0,142156863","9,765931966",0,1,0
ppdB,"0,182624113","13,82139306",0,1,0
ppdA,"0,212314225","16,5775342",0,1,0
thyA,0,"-172,1619602",1,0,0
lgt,"0,012557078","-13,96730234",1,0,0
ptsP,"0,18647085","14,18727064",0,1,0
rppH,"0,097928437","4,679241074",0,1,0
mutH,"0,172463768","12,84054836",0,1,0
ygdQ,"0,232492997","18,37408563",0,1,0
ygdR,"0,246575342","19,59773144",0,1,0
tas,"0,227665706","17,9491869",0,1,0
lplT,"0,212730318","16,61514661",0,1,0
aas,"0,2125","16,59433033",0,1,0
galR,"0,204457364","15,86243538",0,1,0
lysA,"0,200316706","15,4816849",0,1,0
lysR,"0,219017094","17,18041058",0,1,0
ygeA,"0,199134199","15,37243471",0,1,0
araE,"0,245243129","19,48293681",0,1,0
kduD,"0,356955381","28,58693243",0,1,0
kduI,"0,341696535","27,39357274",0,1,0
yqeF,"0,25465313","20,28971984",0,1,0
yqeG,"0,469918699","37,10086186",0,1,0
yqeH,"0,200631912","15,51076732",0,1,0
yqeI,"0,171604938","12,75662376",0,1,0
yqeJ,"0,045548654","-3,48865222",0,0,1
yqeL,"0,024691358","-8,775325975",1,0,0
yqeK,"0,061032864","-0,635195897",0,0,1
ygeF,"0,022357724","-9,570374812",1,0,0
ygeG,"0,044715447","-3,660160022",1,0,0
ygeH,"0,087145969","3,268534793",0,0,1
ygeI,"0,091324201","3,825957233",0,1,0
pbl,"0,047619048","-3,07189857",0,0,1
ygeK,"0,083728278","2,80132571",0,0,1
ygeN,"0,025423729","-8,538567963",1,0,0
ygeO,"0,175438596","13,12998968",0,1,0
insD1,"0,443708609","35,16778845",0,1,0
insC1,"0,442622951","35,08723805",0,1,0
ygeQ,"0,433597186","34,41601194",0,1,0
ygeR,"0,306878307","24,61903246",0,1,0
xdhA,"0,216467463","16,95184027",0,1,0
xdhB,"0,179749716","13,54608896",0,1,0
xdhC,"0,247916667","19,71311615",0,1,0
ygeV,"0,34232715","27,44314518",0,1,0
ygeW,"0,290512175","23,2865009",0,1,0
ygeX,"0,205513784","15,9591387",0,1,0
ygeY,"0,198844884","15,34566989",0,1,0
hyuA,"0,164502165","12,05603263",0,1,0
yqeA,"0,1886388","14,39222453",0,1,0
yqeB,"0,190651907","14,58175705",0,1,0
yqeC,"0,297016861","23,81850066",0,1,0
mocA,"0,419689119","33,37604416",0,1,0
ygfK,"0,219748306","17,24579623",0,1,0
ssnA,"0,192626035","14,76690336",0,1,0
ygfM,"0,202564103","15,68868566",0,1,0
xdhD,"0,196795542","15,15567989",0,1,0
xanQ,"0,284082798","22,75740131",0,1,0
guaD,"0,212121212","16,56007832",0,1,0
ygfQ,"0,199561404","15,41193036",0,1,0
ygfS,"0,257668712","20,54632194",0,1,0
ygfT,"0,225520833","17,759448",0,1,0
uacT,"0,439613527","34,86374516",0,1,0
yqfG,"0,341269841","27,36001768",0,1,0
idi,"0,322404372","25,86571998",0,1,0
lysS,"0,011857708","-14,38782943",1,0,0
prfB,"0,00273224","-24,63841954",1,0,0
recJ,"0,218569781","17,14037513",0,1,0
dsbC,"0,192686357","14,77254973",0,1,0
xerD,"0,117056856","6,993204559",0,1,0
fldB,"0,206896552","16,08545164",0,1,0
cptA,"0,18627451","14,16866518",0,1,0
sdhE,"0,153558052","10,95198762",0,1,0
ygfZ,"0,033639144","-6,199428634",1,0,0
yqfA,"0,186363636","14,1771118",0,1,0
yqfB,"0,147435897","10,3200077",0,1,0
bglA,"0,209027778","16,27955736",0,1,0
ygfF,"0,202956989","15,72478904",0,1,0
gcvP,"0,199025748","15,36240344",0,1,0
gcvH,"0,194871795","14,97668103",0,1,0
gcvT,"0,185388128","14,08457865",0,1,0
ubiI,"0,19035744","14,55407963",0,1,0
ubiH,"0,03307888","-6,343734547",1,0,0
pepP,"0,111613876","6,35564239",0,1,0
ygfB,"0,222797927","17,51771189",0,1,0
zapA,"0,236363636","18,71271369",0,1,0
fau,"0,174863388","13,07417412",0,1,0
ibsC,"0,283333333","22,69550717",0,1,0
serA,"0,215733982","16,88591584",0,1,0
rpiA,"0,072727273","1,217534315",0,0,1
yqfE,"0,214953271","16,81566241",0,1,0
argP,"0,200223714","15,47310188",0,1,0
scpA,"0,173892774","12,97982763",0,1,0
argK,"0,174698795","13,05818962",0,1,0
scpB,"0,152671756","10,86116808",0,1,0
scpC,"0,175794456","13,16448508",0,1,0
ygfI,"0,35451505","28,39691943",0,1,0
yggE,"0,221322537","17,38631745",0,1,0
argO,"0,251572327","20,02660979",0,1,0
mscS,"0,276422764","22,12258866",0,1,0
fbaA,"0,007407407","-17,7638918",1,0,0
pgk,"0,009450172","-16,03174237",1,0,0
epd,"0,154901961","11,08927959",0,1,0
yggC,"0,212885154","16,62913643",0,1,0
yggD,"0,205882353","15,99283581",0,1,0
yggF,"0,231884058","18,32064642",0,1,0
yggP,"0,352895149","28,27061525",0,1,0
cmtA,"0,415406767","33,05439275",0,1,0
cmtB,"0,222972973","17,53328171",0,1,0
tktA,"0,041164659","-4,417920388",1,0,0
loiP,"0,179183136","13,49162516",0,1,0
speB,"0,190010858","14,52148355",0,1,0
speA,"0,214466363","16,77180314",0,1,0
yqgB,"0,151515152","10,74231416",0,1,0
yqgC,"0,25462963","20,28771656",0,1,0
metK,"0,008658009","-16,65781583",1,0,0
galP,"0,235125448","18,60458493",0,1,0
yggI,"0,210843373","16,44437333",0,1,0
endA,"0,216101695","16,91897499",0,1,0
rsmE,"0,193989071","14,89433122",0,1,0
gshB,"0,177707676","13,34948174",0,1,0
yqgE,"0,108156028","5,942526443",0,1,0
yqgF,"0,026378897","-8,237989554",1,0,0
yggR,"0,206931702","16,08865865",0,1,0
yggS,"0,167375887","12,34091331",0,1,0
yggT,"0,231040564","18,24654773",0,1,0
yggU,"0,154639175","11,06247315",0,1,0
rdgB,"0,173400673","12,93191539",0,1,0
yggW,"0,180299033","13,59883057",0,1,0
yggM,"0,172619048","12,85570472",0,1,0
ansB,"0,23495702","18,58986228",0,1,0
yggN,"0,233333333","18,4477573",0,1,0
yggL,"0,152905199","10,88511071",0,1,0
trmI,"0,197222222","15,19529509",0,1,0
mutY,"0,180436847","13,61205286",0,1,0
yggX,"0,221014493","17,35884688",0,1,0
mltC,"0,237962963","18,85211168",0,1,0
nupG,"0,252983294","20,14723239",0,1,0
speC,"0,200842697","15,53020625",0,1,0
yqgA,"0,201977401","15,63472564",0,1,0
yghD,"0,255121043","20,32959577",0,1,0
yghE,"0,202492212","15,68207671",0,1,0
yghF,"0,259128386","20,67020186",0,1,0
yghG,"0,381995134","30,51947277",0,1,0
pppA,"0,349382716","27,99626928",0,1,0
yghJ,"0,226166995","17,81667098",0,1,0
glcA,"0,475341652","37,49817242",0,1,0
glcB,"0,232504604","18,3751038",0,1,0
glcG,"0,165432099","12,14843735",0,1,0
glcF,"0,169117647","12,51262572",0,1,0
glcE,"0,169040836","12,50506815",0,1,0
glcD,"0,188","14,33192529",0,1,0
glcC,"0,189542484","14,47739794",0,1,0
yghO,"0,16893733","12,49488187",0,1,0
insH1,"0,386430678","30,85872748",0,1,0
yghQ,"0,202247191","15,65954561",0,1,0
yghR,"0,168642951","12,46589771",0,1,0
yghS,"0,31512605","25,28330082",0,1,0
yghT,"0,339105339","27,18964224",0,1,0
pitB,"0,317333333","25,46029544",0,1,0
gss,"0,238709677","18,91709301",0,1,0
yghU,"0,152249135","10,81778339",0,1,0
hybG,"0,200803213","15,52656552",0,1,0
hybF,"0,207602339","16,14980965",0,1,0
hybE,"0,192229039","14,72972681",0,1,0
hybD,"0,181818182","13,74437014",0,1,0
hybC,"0,231220657","18,2623758",0,1,0
hybB,"0,261238338","20,84889935",0,1,0
hybA,"0,246200608","19,56546083",0,1,0
hybO,"0,266309205","21,27661301",0,1,0
yghW,"0,3125","25,07230355",0,1,0
yghX,"0,240143369","19,04167616",0,1,0
gpr,"0,206532181","16,05219595",0,1,0
yqhA,"0,191919192","14,70069171",0,1,0
yghA,"0,184180791","13,96980122",0,1,0
exbD,"0,136150235","9,12434807",0,1,0
exbB,"0,195918367","15,07414055",0,1,0
metC,"0,206228956","16,02450529",0,1,0
yghB,"0,203030303","15,73152332",0,1,0
yqhC,"0,179728318","13,54403323",0,1,0
yqhD,"0,223367698","17,56837637",0,1,0
dkgA,"0,219806763","17,25102034",0,1,0
yqhG,"0,227615965","17,94479342",0,1,0
yqhH,"0,26744186","21,37181838",0,1,0
ygiQ,"0,194594595","14,95083557",0,1,0
ftsP,"0,244161359","19,38957894",0,1,0
plsC,"0,004065041","-21,93130923",1,0,0
parC,"0,008410801","-16,86408869",1,0,0
ygiS,"0,253731343","20,21109897",0,1,0
